name,type,customer_id,address,phone,latitude,longitude
Gömrük Hospitalının Apteki,PHARMACY,49861,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Kazım Kazımzadə küç.118, AZ1000",994 55 455 69 51,40.3783417,49.8157959
AzəriMed-Kanon Oskar,PHARMACY,51268,"Azərbaycan Respublikası, Bakı, Binəqədi r-nu, Mir Cəlal küç.72, AZ1000",994 55 455 85 74,40.4209595889113,49.8148467690126
AzəriMed-Kanon Səma,PHARMACY,51269,"Azərbaycan Respublikası, Bakı, Binəqədi r-nu, Şövkət Məmmədova küç.32, AZ1000",994 55 455 85 46,40.421414519883,49.8463232690126
AzəriMed-Kanon Viktoriya,PHARMACY,51271,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Təbriz küç.17, AZ1000",994 55 455 85 64,40.3879579733829,49.8522513690373
AzəriMed-Zəfəran 5 saylı xəstəxana,PHARMACY,51272,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Fətəli Xan Xoyski küç.130, AZ1000",994 55 455 88 02,40.4030551451771,49.8625555555188
AzəriMed-Kanon Semaşko,PHARMACY,51273,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Mirəsədulla Mirqasımov küç.2, AZ1000",994 55 455 85 39,40.3941096157195,49.8349245843803
AzəriMed-Kanon Vitamin,PHARMACY,51274,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Hüseynbala Əliyev küç.4, AZ1000",994 55 455 87 85,40.4109252996611,49.8172773248597
AzəriMed-Kanon Ferromed,PHARMACY,51277,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Qara Qarayev pr,26, AZ1000",994 55 455 85 97,40.4176338353684,49.9319567536956
AzəriMed-Kanon Favorit,PHARMACY,51278,"Azərbaycan Respublikası, Bakı, Sabunçu r-nu, Bakıxanov qəs.,Sülh küç.1D, AZ1000",994 55 455 85 72,40.4178923603822,49.9604119978482
AzəriMed-Kanon Naturalist,PHARMACY,51279,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Əhməd Cavad küç.22, AZ1000",994 55 455 85 37,40.36987942793,49.8344882536942
AzəriMed-Zəfəran XMSK,PHARMACY,51280,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Badamdar şossesi 31, AZ1000",994 55 455 81 63,40.3529930114746,49.8091201782226
AzəriMed-Zəfəran Neftçilər,PHARMACY,51281,"Azərbaycan Respublikası, Bakı, Xətai r-nu, M.Mehdizadə və Y.Səfərov küç. kəsişməsi, AZ1000",994 55 455 88 01,40.3805190238593,49.8638801693156
AzəriMed-Kanon Okean,PHARMACY,51283,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Bəsti Bağırova küç.14, AZ1000",994 55 455 85 73,40.3842489814834,49.8251969843799
AzəriMed-Kanon Lutemax,PHARMACY,51284,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Abbas Mirzə Şərifzadə küç.314, AZ1000",994 55 455 85 38,40.3822000215592,49.8044049690373
"AzəriMed-Zəfəran ""20 Yanvar""",PHARMACY,51285,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Müzəffər Həsənov küç.1, AZ1000",994 55 455 69 51,40.4042120281025,49.8063161690379
AzəriMed-Kanon Balzam,PHARMACY,51286,"Azərbaycan Respublikası, Xırdalan şəhəri, M.Ə.Rəsulzadə küç.1",994 55 455 81 26,40.4535065301217,49.7504811402038
AzəriMed-Zəfəran Mərdəkan,PHARMACY,51287,"Azərbaycan Respublikası, Bakı, Xəzər r-nu, Mərdəkan qəs., AZ1000",994 55 455 90 78,40.4871118763139,50.1648227825334
AzəriMed-Zəfəran Primorsk,PHARMACY,51288,"Azərbaycan Respublikası, Bakı, Qaradağ r-nu, Sahil qəs.,Məhərrəm Seyidov küç., AZ1000",994 55 455 90 93,40.2298231466725,49.5818103978683
AzəriMed-Zəfəran Lökbatan,PHARMACY,51289,"Azərbaycan Respublikası, Bakı, Qaradağ r-nu, Lökbatan qəs.,28 May küç., AZ1000",994 55 455 89 10,40.3219896279471,49.7330250113384
AzəriMed-Zəfəran Sumqayıt,PHARMACY,51291,"Azərbaycan Respublikası, Sumqayıt, Heydər Əliyev pr.,məhəllə 40, AZ5000",994 55 455 89 00,40.5839798482589,49.6731244248649
AzəriMed-Zəfəran Bərdə,PHARMACY,51292,"Azərbaycan Respublikası, Bərdə, Üzeyir Hacıbəyov küç.3, AZ0900",994 55 455 87 99,40.3728159882696,47.1260759825045
AzəriMed-Zəfəran Mingəçevir,PHARMACY,51295,"Azərbaycan Respublikası, Mingəçevir, Heydər Əliyev pr., AZ4500",994 55 455 58 12,40.7647467362729,47.0620098248454
AzəriMed-Kanon Almaz,PHARMACY,51297,"Azərbaycan Respublikası, Xaçmaz, Nəriman Nərimanov küç.47, AZ2700",994 55 455 85 96,41.4614832035721,48.7992184978801
Varitex (tibbi ləvazimat),PHARMACY,61000,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Səməd Vurğun küç.156D, AZ1000",994 12 441 54 51,40.39768210891968,49.83342719782411
Medicom (tibbi ləvazimat),PHARMACY,61001,"Azərbaycan Respublikası, Bakı, Ağ Şəhər,Paris evləri,Yaşıl Ada küç.1, AZ1000",994 55 409 36 63,40.38027991493886,49.8822166399426
MediClub Apteki,PHARMACY,67605,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Üzeyir Hacıbəyli küç.119, AZ1000",994 50 220 48 29,40.3760943930241,49.8560428274371
AzəriMed-Kanon Qönçə,PHARMACY,67687,"Azərbaycan Respublikası, Gəncə, Heydər Əliyev pr. ilə Atatürk pr.kəsişməsi , AZ2000",994 55 455 85 49,40.69775753008175,46.36125165367889
AzəriMed-Kanon Stimol,PHARMACY,67688,"Azərbaycan Respublikası, Sumqayıt, Sülh küç.27D, AZ5000",994 55 455 85 63,40.5872089756899,49.6707269843862
AzəriMed-Kanon Lənkəran,PHARMACY,67690,"Azərbaycan Respublikası, Lənkəran, Həzi Aslanov küç, AZ4200",994 55 455 85 69,38.7549443631431,48.8520129112917
AzəriMed-Kanon Xəmsə,PHARMACY,67692,"Azərbaycan Respublikası, Mingəçevir, Heydər Əliyev pr.51Q , AZ4500",994 55 455 85 47,40.7683360532829,47.0562259266944
AzəriMed-Zəfəran Quba,PHARMACY,67693,"Azərbaycan Respublikası, Quba, Heyder Əliyev pr., AZ4000",994 55 455 88 50,41.3620851398386,48.5242305979031
AzəriMed-Zəfəran Qusar,PHARMACY,67694,"Azərbaycan Respublikası, Qusar, Səfixan küç.,Mərkəzi xəstəxananın yanı, AZ3800",994 55 455 87 88,41.4245760301556,48.4473755267407
AzəriMed-Zəfəran Şirvan,PHARMACY,67695,"Azərbaycan Respublikası, Şirvan, Nəriman Nərimanov küç.2A, AZ1800",994 55 455 87 47,39.9520717334157,48.9389975113272
AzəriMed-Kanon Immuno,PHARMACY,67698,"Azərbaycan Respublikası, İmişli, Heydər Əliyev pr.164 A, AZ3000",994 55 455 90 57,39.8701196811795,48.0604112113249
Buta Bayıl-2,PHARMACY,85274,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Ə.Yaqubov küç.6, AZ1000",994 55 208 00 86,40.34077621249385,49.83685039281965
Vita Badamdar,PHARMACY,85275,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Badamdar qəs.,T.Məmmədov küç.8, AZ1000",994 55 203 87 86,40.3371986854426,49.8053778555168
Dokta Caspian,PHARMACY,85277,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Bül-Bül pr.16A, AZ1000",994 51 333 04 07,40.3721602555133,49.8448436843797
Zeytun Vitamin Gəncə,PHARMACY,85279,"Azərbaycan Respublikası, Gəncə, Əlövsət Məmmədov küç.14B, AZ2000",994 55 222 89 44,40.6661758422851,46.3535499572753
AzəriMed-Zəfəran Şəki,PHARMACY,85280,"Azərbaycan Respublikası, Şəki, Məmməd Əmin Rəsulzadə prospekti, AZ5500",994 55 455 89 63,41.198481033949,47.1739410978981
AzəriMed-Zəfəran Viləş (Masallı),PHARMACY,85282,"Azərbaycan Respublikası, Masallı, M.Talışxanov küç.3, AZ4400",994 55 455 58 75,39.0258262740219,48.6656113112995
AzəriMed-Kanon Biləsuvar,PHARMACY,85283,"Azərbaycan Respublikası, Biləsuvar, Heydər Əliyev küç.40 E, AZ1300",994 55 455 89 68,39.4545995604547,48.5468466266807
AzəriMed-Zəfəran Qazax,PHARMACY,85286,"Azərbaycan Respublikası, Qazax, Heydər Əliyev küç.71, AZ3500",994 55 455 81 69,41.0980257240705,45.3784893267044
AzəriMed-Zəfəran Qəbələ,PHARMACY,85287,"Azərbaycan Respublikası, Qəbələ, Heydər Əliyev pr., AZ3600",994 55 455 91 75,40.9754075824334,47.8439957267268
Buta Əhmədli,PHARMACY,85289,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Məzahir Rüstəmov küç. 22, AZ1000",994 55 252 22 70,40.3844306119064,49.9617578555181
Vita Zabrat,PHARMACY,85290,"Azərbaycan Respublikası, Bakı, Sabunçu r-nu, Zabrat qəs.,Babək küç.94A, AZ1000",994 55 255 51 16,40.4756159137078,49.9496619113432
Buta Mərdəkan,PHARMACY,85291,"Azərbaycan Respublikası, Bakı, Xəzər r-nu, Mərdəkan qəs.,S.Yesenin küç.,2-ci döngə, AZ1000",994 55 224 58 59,40.4871482849121,50.1641998291015
Vita Əcəmi-1,PHARMACY,85293,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, M.Cəfərov küç.16, AZ1000",994 55 505 48 47,40.409309250020016,49.81325112543714
AzəriMed Günəbaxan,PHARMACY,134856,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Firuddin Ağayev küç.5, AZ1000",994 55 455 56 38,40.3753051757812,49.8122482299804
AzəriMed-Kanon İzmir,PHARMACY,134857,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Əbdürrəhim bəy Haqverdiyev küç.11, AZ1000",994 55 455 58 16,40.3803635,49.8165436
AzəriMed-Kanon General,PHARMACY,134861,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Xudu Məmmədov küç.32 A, AZ1000",994 55 455 81 07,40.3709526,49.953476
MediClub Kids Apteki,PHARMACY,134863,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Izzət Nəbiyev küç.30A, AZ1000",994 12 525 09 19,40.3588218688964,49.8229446411132
Zeytun Sahil-313,PHARMACY,134864,"Azərbaycan Respublikası, Bakı, Sahil qəs.,Emin Quliyev küç.50, AZ1000",994 77 376 10 10,40.2246399,49.5807915
Zeytun Qəbələ,PHARMACY,134871,"Azərbaycan Respublikası, Qəbələ, Heydər Əliyev pr.,Ismayılbəy Qutqaşınlı küç.357, AZ3600",994 50 734 88 99,40.9818611145019,47.8494148254394
AzəriMed-Kanon Simurq,PHARMACY,139233,"Azərbaycan Respublikası, Bakı, Suraxanı r-nu, AB yaşayış sahəsi,Yeni Günəşli qəs.ev50, AZ1000",994 55 900 75 43,40.3775177001953,49.9780120849609
AzəriMed-Kanon Nəsir,PHARMACY,139234,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Asif Məmmədov küç.30D, AZ1000",994 55 455 81 43,40.3940696716308,49.8809814453125
Dokta Gəncə,PHARMACY,155254,"Azərbaycan Respublikası, Gəncə, Nizami küç.46, AZ2000",994 51 540 12 65,40.680248260498,46.362564086914
Dokta Qəbələ,PHARMACY,155259,"Azərbaycan Respublikası, Qəbələ, Heydər Əliyev pr., AZ3600",994 70 576 34 76,40.9800987,47.8454132
Dokta Zaqatala,PHARMACY,155263,"Azərbaycan Respublikası, Zaqatala, Vidadi küç.15, AZ6200",994 77 508 11 22,41.62890625,46.6421470642089
Medical City Aptek,PHARMACY,156327,"Azərbaycan Respublikası, Bakı, Fizuli küç.41 A, AZ1000",994 70 594 25 05,40.3773804,49.8350373
Dokta Sumqayıt,PHARMACY,159927,"Azərbaycan Respublikası, Sumqayıt, 6-cı mkr.,Kristal Abşeron, AZ5000",994 55 649 72 16,40.5805817,49.6875801
Buta Azadlıq,PHARMACY,203901,"Azərbaycan Respublikası, Bakı, Binəqədi r-nu, Süleyman Sani Axundov küç.66, AZ1000",994 55 333 13 68,40.4251709,49.8418389
AzəriMed - Zəfəran Göyçay,PHARMACY,206266,"Azərbaycan Respublikası, Göyçay, Heydər Əliyev prospekti ev 53 A, AZ2300",994 55 455 81 65,40.649131433330524,47.74800001888711
AzəriMed-Zəfəran Bakıxanov,PHARMACY,213120,"Azərbaycan Respublikası, Bakı, Sabunçu r-nu, Gənclər küç.27 C, AZ1000",994 12 428 96 03,40.410350920369766,49.969172645695416
Dokta Xırdalan,PHARMACY,214807,"Azərbaycan Respublikası, Xırdalan şəhəri, Heydər Əliyev pr.240",994 55 785 35 15,40.450722,49.74437
Azərimed-Kanon Xan,PHARMACY,217332,"Azərbaycan Respublikası, Naxçıvan, Əziz Əliyev küç.19, AZ7000",994 50 250 27 07,39.205898,45.423573
Zeytun Əhmədli,PHARMACY,217349,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Məhəmməd Hadi küç.,Əhmədli metro st., AZ1000",994 51 215 93 03,40.38625,49.954029
Zeytun Nərimanov 1,PHARMACY,217350,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Təbriz küç.,Nərimanov metro st., AZ1000",994 50 273 11 97,40.403202,49.871365
Zeytun Elmlər Akademiyası,PHARMACY,217351,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Hüseyn Cavid pr.33A,Elmlər Akademiyası metro st., AZ1000",994 50 273 11 91,40.375183,49.815598
Zeytun Koroğlu 1,PHARMACY,217352,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Heydər Əliyev pr.,Koroğlu metro st., AZ1000",994 51 250 19 29,40.420967,49.918289
Zeytun 20 Yanvar,PHARMACY,217353,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, 20 Yanvar meydanı,20 Yanvar metro st., AZ1000",994 51 225 15 75,40.404289,49.808395
Zeytun Qarayev,PHARMACY,217354,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Qara Qarayev pr.,metro st.çıxışı, AZ1000",994 50 273 11 90,40.41777,49.933002
Zeytun Gənclik 1,PHARMACY,217355,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Fətəli Xan Xoyski pr.,Gənclik metro st., AZ1000",994 50 273 11 95,40.400848,49.85252
Zeytun Azadlıq,PHARMACY,217356,"Azərbaycan Respublikası, Bakı, Binəqədi r-nu, Süleyman Sani Axundov küç.,Azadlıq metro st., AZ1000",994 51 225 14 43,40.425518,49.840687
Zeytun Gənclik 2,PHARMACY,217357,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Fətəli Xan Xoyski pr.,Gənclik metro st., AZ1000",994 50 273 11 94,40.399818,49.850243
Zeytun Nərimanov 2,PHARMACY,217358,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Təbriz küç.,Nərimanov metro st.çıxışı, AZ1000",994 50 273 11 96,40.402477,49.869465
Zeytun Koroğlu 2,PHARMACY,217359,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Heydər Əliyev pr.,Koroğlu metro st., AZ1000",994 50 273 11 98,40.420391,49.917557
Zeytun Neftçilər,PHARMACY,217360,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Qara Qarayev pr.,Neftçilər metro st., AZ1000",994 50 273 11 93,40.410213,49.943398
Zeytun 28 May,PHARMACY,217361,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Cəfər Cabbarlı meydanı,28 May metro st.girişi, AZ1000",994 50 273 54 10,40.37988158632754,49.84856920488953
Dokta Şirvan(Mərkəz),PHARMACY,217422,"Azərbaycan Respublikası, Şirvan, Energetik küç.B9, AZ1800",994 55 677 52 64,39.965038,48.945217
Dokta Salyan,PHARMACY,217423,"Azərbaycan Respublikası, Salyan, Y.Qasımov küç.2G, AZ5200",994 99 311 02 06,39.589581,48.975117
Dokta Hacıqabul,PHARMACY,217424,"Azərbaycan Respublikası, Hacıqabul, 28 may küç., AZ2400",994 55 692 19 97,40.040112,48.932594
Dokta Neftçala,PHARMACY,217425,"Azərbaycan Respublikası, Neftçala, 20 yanvar küç., AZ4700",994 50 821 87 44,39.378418,49.246162
Pharmastore Nizami 1,PHARMACY,217617,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Qara Qrayev pr.65 A, AZ1000",994 55 225 12 53,40.409996,49.943932
Pharmastore Nizami 2,PHARMACY,217618,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Rüstəm Rüstəmov küç.49, AZ1000",994 51 225 12 34,40.409962,49.942055
Pharmastore Nizami 3,PHARMACY,217619,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Rüstəm Rüstəmov küç.49, AZ1000",994 55 251 78 03,40.41003,49.942265
Pharmastore Nizami 4,PHARMACY,217620,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Qara Qarayev pr.61, AZ1000",994 50 251 78 21,40.411823,49.942574
Pharmastore Nərimanov 1,PHARMACY,217621,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Fətəli Xan Xoyski pr.106, AZ1000",994 50 251 78 30,40.402195,49.859917
Pharmastore Nərimanov 2,PHARMACY,217622,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Yusif Vəzir Çəmənzəminli küç.40 , AZ1000",994 50 251 78 27,40.402679,49.837093
Pharmastore Nəsimi 1,PHARMACY,217623,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Dilarə Əliyeva küç.243, AZ1000",994 50 251 78 20,40.379753,49.854069
Pharmastore Nəsimi 2,PHARMACY,217624,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Tiflis pr.46, AZ1000",994 51 251 78 24,40.405109,49.807919
Pharmastore Xətai 1,PHARMACY,217625,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Xudu Məmmədov küç.13, AZ1000",994 50 251 78 97,40.372715,49.946301
Pharmastore Xətai 2,PHARMACY,217626,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Əhmədli ŞTQ, Babək pr.94, AZ1000",994 50 251 78 25,40.394817,49.963726
Pharmastore Binəqədi1,PHARMACY,217627,"Azərbaycan Respublikası, Bakı, Binəqədi r-nu, Mustafa Kamal Atatürk pr.56, AZ1000",994 50 251 78 29,40.4135793,49.84668
Pharmastore Yasamal 1,PHARMACY,217628,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Tbilisi pr.59D, AZ1000",994 50 255 12 38,40.400204,49.81044
Pharmastore Sabunçu,PHARMACY,217629,"Azərbaycan Respublikası, Bakı, Sabunçu r-nu, Bakixanov ŞTQ,Nazim İsmayılov küç.3 A, AZ1000",994 51 225 12 77,40.430981,49.956596
Pharmastore Nizami 5,PHARMACY,217895,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Heydər Əliyev pr.119 (Z.Bünyadov ilə H.Əliyev pr. kəsişməsi), AZ1000",994 50 251 51 49,40.422043,49.9165
Pharmastore Nizami 6,PHARMACY,217909,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Qara Qarayev pr.87D, AZ1000",994 50 251 78 93,40.418213,49.932175
Pharmastore Nərimanov 3,PHARMACY,217910,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Həsən Əliyev küç.88, AZ1000",994 51 225 12 89,40.402973,49.852028
Pharmastore Nərimanov 4,PHARMACY,217911,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Təbriz küç.87, AZ1000",994 50 251 78 22,40.401222,49.867924
Pharmastore Nərimanov 5,PHARMACY,217912,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Mirzəbala Əhmədzadə küç.11, AZ1000",994 50 521 78 23,40.400749,49.871338
Pharmastore Nəsimi 3,PHARMACY,217913,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Mərdanov qardaşları küç.100A, AZ1000",994 51 207 46 74,40.392422,49.833061
Pharmastore Nəsimi 4,PHARMACY,217914,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Azadlıq pr.95, AZ1000",994 51 250 19 39,40.391071,49.841682
Pharmastore Yasamal 2,PHARMACY,217915,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Ələsgər Ələkbərov küç.5 , AZ1000",994 50 251 78 88,40.38044,49.818359
Pharmastore Yasamal 3,PHARMACY,217916,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Bəşir Səfəroğlu küç.116, AZ1000",994 50 251 78 89,40.373199,49.83305
Pharmastore Yasamal 4,PHARMACY,217917,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Ələsgər Ələkbərov küç.46Q, AZ1000",994 55 667 96 97,40.368309,49.818352
Pharmastore Badamdar,PHARMACY,217918,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Abbasqulu Abbaszadə küç.17, AZ1000",994 50 251 78 19,40.392445,49.833046
Pharmastore Qaradağ,PHARMACY,217920,"Azərbaycan Respublikası, Bakı, Qaradağ r-nu, Lökbatan qəs. ŞTQ Keçid 1594, AZ1000",994 12 445 10 55,40.327824,49.742031
Vita Binə,PHARMACY,221856,"Azərbaycan Respublikası, Bakı, Xəzər r-nu, Binə qəs.,Ə.İsazadə küç.,""BazarStore"" yanı, AZ1000",994 12 556 17 39,40.450497,50.087822
Vita Sabunçu,PHARMACY,221858,"Azərbaycan Respublikası, Bakı, Sabunçu r-nu, Ramana qəs., Ə.Məmmədəliyev küç.7, AZ1000",994 55 224 79 97,40.44497745697422,49.94395595582103
Vita Real Maştağa,PHARMACY,221859,"Azərbaycan Respublikası, Bakı, Sabunçu r-nu, Maştağa qəs.,H.Heybətov küç., AZ1000",994 55 444 72 24,40.526169,49.996452
Dokta Bəhmənli,PHARMACY,221863,"Azərbaycan Respublikası, Füzuli, Bəhmənli kəndi, AZ1900",994 50 579 91 06,39.556942,47.56213
Dokta Salyan(xəstəxana),PHARMACY,224078,"Azərbaycan Respublikası, Salyan, Salyan-Neftçala yolu 2-ci km, AZ5200",994 70 603 21 11,39.578779,48.98167
Dokta Şirvan(20 yanvar),PHARMACY,224079,"Azərbaycan Respublikası, Şirvan, 20 yanvar küç. 26A, AZ1800",994 55 815 99 39,39.95707643927668,48.93829505218298
Dokta Sabirabad,PHARMACY,224080,"Azərbaycan Respublikası, Sabirabad, H.Əliyev küç. 62, AZ5400",994 55 873 73 82,40.007407013941446,48.471153576991334
Pharmastore Ağ şəhər,PHARMACY,224441,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Xəqani Rüstəmov küç.B6, AZ1000",994 51 206 08 47,40.38356972622132,49.88047313075571
Pharmastore Abşeron,PHARMACY,224442,"Azərbaycan Respublikası, Abşeron, Xırdalan şəh., H.Əliyev pr.11, AZ0100",994 51 225 16 89,40.446791684014606,49.75093405242407
Pharmastore Tovuz/Qovlar,PHARMACY,224443,"Azərbaycan Respublikası, Tovuz, Qovlar qəs.,Şəhriyar küç.8, AZ6000",994 51 225 16 86,40.94819769717804,45.7366436831356
Pharmastore Lerik,PHARMACY,224444,"Azərbaycan Respublikası, Lerik, Nəriman Nərimanov küç.38A, AZ4300",994 51 225 16 85,38.77479054688326,48.417261147529494
Pharmastore İnşaatçılar,PHARMACY,224445,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, İnşaatçılar m.-su,Şərifzadə küç.148K, AZ1000",994 55 975 93 00,40.38917990516545,49.80311005427182
Vita Razin Yeni,PHARMACY,225832,"Azərbaycan Respublikası, Bakı, Sabunçu r-nu, Bakıxanov qəs.,Fətəliyev pr.68, AZ1000",994 55 250 86 57,,
UNİVERSAL PHARMA,PHARMACY,227920,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, İsmayıl bəy Qutqaşınlı küç.50, AZ1000",994 77 333 30 30,40.36954160528233,49.82096569200668
