name,type,customer_id,address,phone,latitude,longitude
Pharmastore Binəqədi 2,PHARMACY,228660,"Azərbaycan Respublikası, Bakı, Binəqədi r-nu, M.Ə.Rəsulzadə qəs.,Rəşid Məmmədov küç.,giriş 108, AZ1000",994 51 225 16 81,40.413528,49.822111
Pharmastore Şamaxı,PHARMACY,228661,"Azərbaycan Respublikası, Şamaxı, Heydər Əliyev küç.23, AZ5600",994 50 251 78 02,40.63549778741676,48.63926106417606
Darçın Gömrük hospital,PHARMACY,228776,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Kazım Kazımzadə küç.123, AZ1000",994 99 207 88 06,40.377914,49.818481
Darçın İnşaatçılar,PHARMACY,228777,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Şərifzadə küç.27A-273E , AZ1000",994 99 207 88 04,40.388622,49.802763
Darçın Qarayev,PHARMACY,228778,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Özbəkistan küç.9, AZ1000",994 99 207 88 01,40.415476,49.927405
Darçın Bakı Sağlamlıq Mərkəzi,PHARMACY,228779,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, N.Yusifbəyli küç.90A, AZ1000",994 99 207 88 17,40.397963,49.839439
Darçın Xırdalan,PHARMACY,228781,"Azərbaycan Respublikası, Xırdalan şəhəri, Heydər Əliyev pros.,AAAF park1",994 99 207 88 16,40.462206,49.726345
Dokta Lənkəran,PHARMACY,229231,"Azərbaycan Respublikası, Lənkəran, Nizami küç.2, AZ4200",994 51 909 43 52,38.758853,48.839868
Vegas Optika VIP,OPTICS,20906,"Azərbaycan Respublikası, Bakı, Bünyad Sərdarov küç.16, AZ1000",994 12 492 39 39,40.3686396809954,49.8278308925153
Vegas Optika Central,OPTICS,39501,"Azərbaycan Respublikası, Bakı, Rəsul Rza küç.16B, AZ1000",994 12 493 49 12,40.3706110653274,49.8406609857776
Majesty Optika,OPTICS,85263,"Azərbaycan Respublikası, Bakı, Azərbaycan pr.23, AZ1000",994 12 497 15 18,40.37081881434969,49.834091644178976
AVİS Yasamal,OPTICS,85264,"Azərbaycan Respublikası, Bakı, Əbdürrəhimbəy Haqverdiyev küç.11, AZ1000",994 12 497 06 39,40.3804029844041,49.8182893962416
Visus Optika İmperial,OPTICS,85266,"Azərbaycan Respublikası, Bakı, Asif Məhərrəmov küç.51K, AZ1000",994 12 480 10 49,40.4122440650946,49.8043086978739
Visus Optika Azadlıq,OPTICS,85268,"Azərbaycan Respublikası, Bakı, Azadlıq pr.132, AZ1000",994 12 449 79 70,40.40397555814,49.8370067825309
Optic Gallery,OPTICS,87459,"Azərbaycan Respublikası, Bakı, Füzuli küç.300, AZ1000",994 51 291 36 44,40.3767462706032,49.8351523690114
AVİS Nərimanov,OPTICS,134927,"Azərbaycan Respublikası, Bakı, Ağa Nemətulla küç.45, AZ1000",994 12 465 92 40,40.4039541315557,49.8708687826615
AVİS Əhmədli,OPTICS,134929,"Azərbaycan Respublikası, Bakı, Məhəmməd Hadi küç.41, AZ1000",994 12 570 28 53,40.383836229030706,49.95434277090798
Gilas Optic (İnşaatçılar),OPTICS,214246,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Şərifzadə küç.75A, AZ1000",994 77 489 68 88,40.3847351,49.8007851
Gilas Optic (Montin),OPTICS,214248,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Mayakovski küç.11-13, AZ1000",994 77 489 98 20,40.39441876254701,49.875367997120385
Gilas Optic (Əhmədli),OPTICS,214249,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Sarayevo küç.17, AZ1000",994 77 489 00 34,40.38697121165695,49.962250722254716
Gilas Optic (Gənclik),OPTICS,214251,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Fətəli Xan Xoyski küç.106, AZ1000",994 77 489 99 04,40.4022141,49.8574105
Gilas Optic ( Elmlər Akademiyası),OPTICS,214252,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, K.Kazımzadə küç.123, AZ1000",994 77 489 09 05,40.3779335,49.8158379
Gilas Optic (Xalqlar dostluğu),OPTICS,214253,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Bəhruz Nuriyev küç.49, AZ1000",994 77 489 09 30,40.4008331,49.9490967
Gilas Optik (Atatürk),OPTICS,214254,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Atatürk pr.33, AZ1000",994 77 489 23 63,40.41034125492986,49.84672132780728
Gilas Optic (Xətai),OPTICS,214255,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Süleyman Vəzirov küç. 22, AZ1000",994 77 489 09 01,40.3835526,49.8696404
Gilas Optic (Metropark),OPTICS,214278,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Təbriz küç.99M, AZ1000",994 77 489 09 32,40.4040985,49.8704071
Vegas Optika Ağ şəhər,OPTICS,216555,"Azərbaycan Respublikası, Bakı, Ağ Şəhər Xəqani Rüstəmov küç.70 A, AZ1000",994 12 526 20 67,40.384061,49.880273
Vegas Optika VIP (Aeterna Pharma),OPTICS,226926,"Azərbaycan Respublikası, Bakı, Bünyad Sərdarov küç.16, AZ1000",994 12 492 39 39,40.3686396809954,49.8278308925153
Visus (Aeterna Pharma),OPTICS,226927,"Azərbaycan Respublikası, Bakı, Bünyad Sərdarov küç.16, AZ1000",994 12 492 39 39,40.3686396809954,49.8278308925153
Gilas Optik (Celamig),OPTICS,228259,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Süleyman Rəhimov küç.126/64, AZ1000",994 77 489 23 01,40.37809579664194,49.837139228666466
Gilas Optik (Keşlə),OPTICS,228260,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Keşlə qəs.,Yavər Səfərov küç.22, AZ1000",994 77 489 99 02,40.39388488571698,49.918897006177744
32 Gözəl,DENTAL,20075,"Azərbaycan Respublikası, Bakı, Azərbaycan pr.14, AZ1000",994 12 596 73 13,40.3714594681136,49.8335740143823
AQS Dental Center,DENTAL,23348,"Azərbaycan Respublikası, Sumqayıt, 13-cü mkr.,Babək pr.241, AZ5000",994 18 648 51 41,40.5672644295095,49.6952495271223
32 Beauty,DENTAL,25199,"Azərbaycan Respublikası, Bakı, Məmməd Araz küç.63, AZ1000",994 12 561 32 80,40.4069386317702,49.8449468387325
Dəniz Diş,DENTAL,26125,"Azərbaycan Respublikası, Bakı, Lev Tolstoy küç.137, AZ1000",994 12 597 42 04,40.3725824097137,49.8344928462232
“Dental Studio” Firması,DENTAL,26204,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Mehbalı Zeynalabdiyev küç.6",994 12 598 28 87,40.3798059218529,49.8561749329973
İmplant Dental,DENTAL,30722,"Azərbaycan Respublikası, Sumqayıt, 6-cı mkr.,Cəlil Məmmədquluzadə küç.77B, AZ5000",994 12 408 21 96,40.58025502686704,49.686044984656824
Only Dent,DENTAL,34825,"Azərbaycan Respublikası, Bakı, Mirəli Seyidov küç.31-38, AZ1000",994 12 505 07 17,40.376024,49.808104
Müasir Stomatologiya,DENTAL,37254,"Azərbaycan Respublikası, Sumqayıt, 3-cü məhəllə,Nizami küç. 23/14, AZ5000",994 18 655 48 98,40.5943912757517,49.6696021728493
Dental (Şirvan),DENTAL,60795,"Azərbaycan Respublikası, Şirvan, Xaqani küç.2A, AZ1800",994 21 215 00 30,39.9611910780652,48.9431932327174
MediClub Dental,DENTAL,66946,"Azərbaycan Respublikası, Bakı, Mətbuat pr.2, AZ1000",994 12 497 11 41,40.3586596275962,49.8232169800892
Sağlam Diş Klinikası,DENTAL,71016,"Azərbaycan Respublikası, Bakı, Əlif Hacıyev küç.15, AZ1000",994 12 520 31 51,40.4153344721498,49.9326149914379
Stomadent,DENTAL,139237,"Azərbaycan Respublikası, Gəncə, Həsən Əliyev küç. 254/42, AZ2000",994 50 337 66 60,40.6782494134391,46.3567463255013
Sağlam Diş Klinikası 2,DENTAL,139240,"Azərbaycan Respublikası, Bakı, Bakıxanov qəs.,Sakit Qocayev küç.39 A, AZ1000",994 12 429 42 24,40.4168585,49.9644243
Grand River,DENTAL,181013,"Azərbaycan Respublikası, Mingəçevir, Heydər Əliyev pr.21, AZ4500",994 70 580 84 84,40.7735247530141,47.0457432211598
Sağlam Diş Klinikası 3,DENTAL,216101,"Azərbaycan Respublikası, Bakı, Tbilisi pr.49B, AZ1000",994 12 525 00 51,40.3947233,49.8147701
Dövlət Təhlükəsizlik Xidmətinin Hospitalı,CLINIC,23350,"Azərbaycan Respublikası, Bakı, Badamdar qəsəbəsi,Məktəbli küç.1, AZ1000",994 12 405 79 11,40.3387937932481,49.803253260265194
Assmed,CLINIC,23802,"Azərbaycan Respublikası, Bakı, Qaradağ r-nu, Lökbatan qəs.,Dadaş Bünyadzadə küç.3A, AZ1000",994 12 445 17 17,40.32040127902922,49.73239062670682
Audiomed Eşitmə Mərkəzi,CLINIC,23890,"Azərbaycan Respublikası, Bakı, Xan Şuşinski küç.73,İnqilab küçəsi ilə kəsişmə , AZ1000",994 55 327 57 50,40.39987771089565,49.83531992500204
ATU Tədris Terapevtik klinikasi,CLINIC,24066,"Azərbaycan Respublikası, Bakı, Mərdanov qardaşları küç.100, AZ1000",994 12 441 33 18,40.396773943387394,49.83169854142747
Caspian Hospital,CLINIC,25648,"Azərbaycan Respublikası, Bakı, Badamdar şossesi 31, AZ1000",994 12 502 50 15,40.343251083642905,49.810165264482876
Celamig Oftalmoloji Klinikası,CLINIC,25867,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Süleyman Rəhimov küç. 126, AZ1000",994 12 537 11 01,40.3783488253587,49.8378236588824
Dialab klinika,CLINIC,26220,"Azərbaycan Respublikası, Bakı, Istiqlaliyyət küç.31, AZ1000",994 12 492 20 56,40.36568485198131,49.83050131356653
Vidadi Klinikası,CLINIC,26241,"Azərbaycan Respublikası, Bakı, Vorobski qəs.,Şövkət Məmmədova küç.4C, AZ1000",994 12 563 53 07,40.42087311349817,49.846497915343186
Əhmədli Tibb Mərkəzi (EskulapMed),CLINIC,26399,"Azərbaycan Respublikası, Bakı, R.Quliyev küç.65, AZ1000",994 12 471 48 41,40.3729283210337,49.94049818008492
EuroMed Tibb Mərkəzi,CLINIC,26407,"Azərbaycan Respublikası, Bakı, Cavadxan küç.17А, AZ1000",994 12 431 95 98,40.41210901015543,49.81460732329853
Funda Hospital,CLINIC,29488,"Azərbaycan Respublikası, Bakı, İsmayıl Hidayətzadə küç.163, AZ1000",994 12 567 55 82,40.39418338495211,49.87224092121024
İnam Tibb Mərkəzi,CLINIC,29606,"Azərbaycan Respublikası, Bakı, Dilarə Əliyeva küç.175, AZ1000",994 12 566 98 77,40.3757734085903,49.8390016041986
Yeni Gəncə Tibb Mərkəzi,CLINIC,29619,"Azərbaycan Respublikası, Gəncə, 28 may küç. , AZ2000",994 22 254 07 00,40.68525710016973,46.33171202857606
Liman Klinikası,CLINIC,31090,"Azərbaycan Respublikası, Sumqayıt, Səməd Vurğun küç.35, AZ5000",994 12 585 14 21,40.580480075247934,49.68987321780956
Mərkəzi Klinik Xəstaxana,CLINIC,32557,"Azərbaycan Respublikası, Bakı, Parlament pr.76 , AZ1000",994 12 437 63 91,40.361441226156224,49.82482127611631
Medservis,CLINIC,32628,"Azərbaycan Respublikası, Bakı, Cəlil Məmmədquluzadə küç.3, AZ1000",994 12 596 68 44,40.37908177301388,49.83324243415053
MedEra Hospital,CLINIC,32629,"Azərbaycan Respublikası, Bakı, Əcəmi Naxçivani küç. 53, AZ1000",994 12 563 56 12,40.416438912130815,49.84153178340187
MediClub MMM,CLINIC,32641,"Azərbaycan Respublikası, Bakı, Səbail r-nu, Üzeyir Hacıbəyli küç.119, AZ1000",994 12 497 09 11,40.3760681236773,49.856040386159556
MediClub Gürcüstan,CLINIC,32643,"Gürcüstan, Tbilisi ş.,Taşkent küç.22",,41.728552259543214,44.763458015343176
Medistyle Hospital,CLINIC,32649,"Azərbaycan Respublikası, Bakı, Əhməd Rəcəbli küç.18, AZ1000",994 12 465 73 79,40.40701990518998,49.863225545747724
Leyla Medical Center,CLINIC,34585,"Azərbaycan Respublikası, Bakı, Yusif Səfərov küç.19, AZ1000",994 12 490 21 31,40.382012841323196,49.863398073728966
OKİ Hospital,CLINIC,34793,"Azərbaycan Respublikası, Qusar, Fəxrəddin Musayev küç.27, AZ3800",994 23 385 29 15,41.42577863187099,48.43068533413042
Oksigen Klinik Xəstəxanası,CLINIC,34794,"Azərbaycan Respublikası, Bakı, Təbriz küç.189, AZ1000",994 12 465 00 23,40.40364721432091,49.87000594700577
SAF hospital,CLINIC,34832,"Azərbaycan Respublikası, Bakı, Yusif Vəzir Çəmənzəmənli küç.18, AZ1000",994 12 440 51 11,40.401810288517744,49.833352130332955
Baku Medical Plaza,CLINIC,35142,"Azərbaycan Respublikası, Bakı, Xətai r-nu, Babək pr.92, AZ1142",994 12 404 41 90,40.39435107374275,49.96457346867894
Real Tibb Mərkəzi,CLINIC,36741,"Azərbaycan Respublikası, Sumqayıt, 45-ci məhəllə, AZ5000",994 12 447 04 28,40.580475818944095,49.68104758347839
Milli İdman Tibb və Reabilitasiya Elmi-Praktiki İnstitutu,CLINIC,36867,"Azərbaycan Respublikası, Bakı, Nərimanov r-nu, Olimpiya küç. 4A, AZ1000",994 12 525 83 09,40.398933722025774,49.85546771990948
Respublika Diaqnostika Mərkəzi,CLINIC,36868,"Azərbaycan Respublikası, Bakı, Tbilisi pr.47, AZ1000",994 12 530 07 53,40.39979150227317,49.810396180866
Sağlam Ailə Klinikası,CLINIC,37507,"Azərbaycan Respublikası, Bakı, Əhməd Rəcəbli küç.3, AZ1000",994 12 910,40.4094562209261,49.86202519027365
Səhhət klinikası,CLINIC,37884,"Azərbaycan Respublikası, Bakı, Qara Qarayev küç.103, AZ1000",994 12 370 60 42,40.39598833745878,49.95395186944589
Şəfa Tibbi Diaqnostika Mərkəzi,CLINIC,38105,"Azərbaycan Respublikası, Mingəçevir, Xan Şuşinski küç.2A, AZ4500",994 24 275 35 58,40.75939925915707,47.054668627126645
Ömürdən Pay klinikası,CLINIC,39210,"Azərbaycan Respublikası, Bərdə, Nəriman Nərimanov küç.2, AZ0900",994 20 205 31 00,40.3739433064356,47.1214125700385
Türk-Amerika Tibb Mərkəzi,CLINIC,39309,"Azərbaycan Respublikası, Bakı, Yusif Vəzir Çəmənzəminli küç.18., AZ1000",994 12 541 58 45,40.40197584944894,49.83438902711888
Uni Klinika,CLINIC,39351,"Azərbaycan Respublikası, Bakı, Kazım Kazımzadə küç.99, AZ1000",994 12 510 80 60,40.376867690678324,49.81829128933208
Avrasiya klinikası,CLINIC,39677,"Azərbaycan Respublikası, Bakı, Binəqədi r-nu, Azadlıq pr.189, AZ1000",994 12 563 00 25,40.42460389405887,49.83760765020075
Xüsusi Müalicə Sağlamlıq Kompleksi,CLINIC,39934,"Azərbaycan Respublikası, Bakı, Badamdar şossesi 31, AZ1000",994 12 498 85 07,40.35317714582818,49.80936425820475
Medican Hospital,CLINIC,42250,"Azərbaycan Respublikası, Lənkəran, 20 Yanvar küç.71, AZ4200",994 25 255 02 98,38.75477054898792,48.83749752419758
Azərbaycan Respublikası Dövlət Gömrük Komitəsi Tibbi Xidmət İdarəsinin Mərkəzi Hospitalı,CLINIC,42364,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Kazım Kazımzadə küç.118, AZ1000",994 12 539 78 04,40.378194352337566,49.81880619828199
Spero Hospital,CLINIC,42539,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, 20 Yanvar küç.1 B, AZ1000",994 12 430 43 03,40.411583358451345,49.80378472022895
Astoriya Tibb Mərkəzi (German Medical Center) (ancaq doğuş yardımı),CLINIC,42553,"Azərbaycan Respublikası, Bakı, İsmayılbəy Qutqaşınlı küç.50, AZ1000",994 12 538 66 60,40.3696494599048,49.8212431712285
ATU Tədris Cərrahiyyə klinikası,CLINIC,45543,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Səməd Vurğun küç.155, AZ1000",994 12 449 82 54,40.392423337412446,49.833976713389056
Şəfa Özəl Tibb Mərkəzi,CLINIC,49195,"Azərbaycan Respublikası, Naxçıvan, Cəlil Məmmədquluzadə küç.13, AZ7000",994 36 545 64 32,39.2010767969337,45.4115281110769
Gəncə Beynəlxalq Xəstəxanası,CLINIC,57381,"Azərbaycan Respublikası, Gəncə, Heydər Əliyev pr. 60D/E/F, AZ2000",994 22 255 38 38,40.6948521021965,46.3665090837076
Medisan Tibb Mərkəzi,CLINIC,59562,"Azərbaycan Respublikası, İmişli, Heydər Əliyev pr.131, AZ3000",994 21 246 10 70,39.8696032994925,48.0599886978573
Sədəf klinikası,CLINIC,74417,"Azərbaycan Respublikası, Bakı, Qaradağ r-nu, Sahil qəs.,B.Əliyev küç.33, AZ1000",994 12 446 33 04,40.2206569521924,49.5743047310106
Regional Hospital,CLINIC,75693,"Azərbaycan Respublikası, Mingəçevir, Dilarə Əliyeva küç.2 C, AZ4500",994 70 328 77 71,40.7752494213295,47.0482523784252
LabMed Tibb Mərkəzi,CLINIC,75831,"Azərbaycan Respublikası, Qazax, Heydər Əliyev küç.134 , AZ3500",994 50 385 17 37,41.0935537211826,45.3692075357829
MediClub Kids,CLINIC,76679,"Azərbaycan Respublikası, Bakı, Izzət Nəbiyev küç.30A, AZ1000",994 12 525 09 19,40.3589253516272,49.822939348489925
MediClub hospital,CLINIC,76680,"Azərbaycan Respublikası, Bakı, Yasamal r-nu, Əlövsət Quliyev küç.73, AZ1000",994 12 493 51 52,40.37351761969728,49.83448431388822
Alyans Klinika,CLINIC,79341,"Azərbaycan Respublikası, Şəki, Mirzə Fətəli Axundov küç.351A, AZ5500",994 55 925 55 11,41.19790738200594,47.1786367914407
Bioloji Təbabət Klinikası (Göyçay),CLINIC,79372,"Azərbaycan Respublikası, Göyçay, M. Muradov küç,12, AZ2300",994 50 246 14 11,40.65267127653047,47.74018865403999
Bioloji Təbabət klinikası (Masallı),CLINIC,79374,"Azərbaycan Respublikası, Masallı, Elşad Hüseynov küç., AZ4400",994 55 532 89 88,39.022252352477715,48.680223701847716
Sağlam Həyat Tibb Mərkəzi,CLINIC,81924,"Azərbaycan Respublikası, Qəbələ, Həzi Aslanov küç.86, AZ3600",994 70 633 03 60,40.97655224733721,47.85340802113553
Naxçıvan Diaqnostika Müalicə Məkəzı,CLINIC,81925,"Azərbaycan Respublikası, Naxçıvan, Əziz Əliyev küç.66, AZ7000",994 70 656 78 25,39.21669215647405,45.420613334929804
Vita Med Tibb Mərkəzi,CLINIC,82263,"Azərbaycan Respublikası, Biləsuvar, Mübariz İbrahimov küç.224B, AZ1300",994 51 795 00 08,39.45588825006662,48.54364630497959
Mərkəzi Klinika Ambulatoriya,CLINIC,85258,"Azərbaycan Respublikası, Bakı, Zərifə Əliyeva küç.5 , AZ1000",994 12 437 63 91,40.368730016714984,49.839212688284356
Mərkəzi Klinika Gəncə,CLINIC,85262,"Azərbaycan Respublikası, Gəncə, Totanlı küç.17, AZ2000",994 22 264 09 09,40.65940561809371,46.33867746945165
Sumqayıt Hospital,CLINIC,98753,"Azərbaycan Respublikası, Sumqayıt, 12-ci mkr.,Çerkassi küç.181, AZ5000",994 18 656 82 55,40.5630743556776,49.68480066115032
LabStyle Hospital,CLINIC,132199,"Azərbaycan Respublikası, Zaqatala, Molla Vəli Vidadi küç.34, AZ6200",994 50 385 17 37,41.62855300714787,46.64032026112237
Bonum Medical Klinika,CLINIC,132211,"Azərbaycan Respublikası, Şəki, Zərifə Əliyeva küç.90, AZ5500",994 50 663 00 88,41.15705898760602,47.1786562048345
Referans Qəbələ Tibb Mərkəzi,CLINIC,136872,"Azərbaycan Respublikası, Qəbələ, Abbas Səhhət küç.25A, AZ3600",994 77 760 00 33,40.967117961692665,47.843301401421115
Şirvan Oil Tibb Məntəqəsi,CLINIC,139239,"Azərbaycan Respublikası, Şirvan, Gülbala-Şıxbala küç.74, AZ1800",994 55 640 41 48,39.938632969286196,48.92664797806881
Medical Center Tibb Mərkəzi,CLINIC,164444,"Azərbaycan Respublikası, Tovuz, Mirzə Ələkbər Sabir küç.13, AZ6000",994 22 315 66 97,40.987720766605385,45.606466359536235
Bakı Sağlamlıq Mərkəzi,CLINIC,167515,"Azərbaycan Respublikası, Bakı, Azadlıq pr.112, AZ1000",994 12 440 94 53,40.3985239695302,49.839154848506496
Tovuz Medical Center,CLINIC,167583,"Azərbaycan Respublikası, Tovuz, M. Ə. Sabir küç, 13, AZ6000",994 22 315 66 97,40.987767,45.606495
Nəbz Tibb Mərkəzi,CLINIC,187311,"Azərbaycan Respublikası, Bakı, Qara Qarayev pr.31A, AZ1000",994 12 421 31 20,40.417687,49.935967
HB Güvən klinikası,CLINIC,187842,"Azərbaycan Respublikası, Bakı, Atatürk pr.3078, AZ1000",994 12 436 14 96,40.416557125900184,49.844635796198126
Referans Mərdəkan hospital,CLINIC,189652,"Azərbaycan Respublikası, Bakı, Xəzər r-nu, Mərdəkan qəs.,Yesenin küç.92/1 və 92/2, AZ1000",994 12 310 00 22,40.487736,50.154125
Müasir Diaqnostika Mərkəzi,CLINIC,191483,"Azərbaycan Respublikası, Bakı, Rəşid Behbudov küç.128, AZ1000",994 12 910,40.38270959174409,49.84333185767159
Kəpəz Hospital,CLINIC,191730,"Azərbaycan Respublikası, Bakı, Nəsimi r-nu, Cəlil Məmmədquluzadə küç.101A, AZ1000",994 12 449 67 57,40.39817449645351,49.82665722945568
Xəzər klinikası,CLINIC,215760,"Azərbaycan Respublikası, Bakı, Qara Qarayev küç.69, AZ1000",994 12 422 03 10,40.408136833926875,49.946128696925776
Aran klinikası,CLINIC,217386,"Azərbaycan Respublikası, Salyan, Taleh Davudzadə küç.123, AZ5200",994 70 367 00 52,39.596859,48.985989
Məlhəm Beynəlxalq Hospital,CLINIC,222026,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Cəmşid Naxçıvanskı küç.433, AZ1000",994 51 201 71 29,40.4077731439643,49.95480598835794
MedSun klinika,CLINIC,223401,"Azərbaycan Respublikası, Şamaxı, Azərbaycan küç.15, AZ5600",994 10 336 01 01,40.63703673685205,48.64226585109967
Stimul Hospital,CLINIC,224473,"Azərbaycan Respublikası, Bakı, Sabunçu r-nu, Bakıxanov qəs.,Yavər Əliyev küç.26, AZ1000",994 12 425 66 86,40.43370733843161,49.95642085281735
Modern Hospital,CLINIC,224474,"Azərbaycan Respublikası, Bakı, Nizami r-nu, Babək pr.,2389-cu məhəllə , AZ1000",994 12 570 20 20,40.395445144114326,49.946984940560164
Referans Xırdalan Tibb Mərkəzi,CLINIC,225842,"Azərbaycan Respublikası, Xırdalan şəhəri, H.Əliyev pr.167 AAAF Park",994 70 316 00 33,40.460388,49.725185
Referans NaxçıvanTibb Mərkəzi,CLINIC,228696,"Azərbaycan Respublikası, Naxçıvan, 11-ci məhəllə, AZ7000",994 60 600 00 33,39.202957,45.428959
Turan Tibb Mərkəzi (Referans Tovuz),CLINIC,229314,"Azərbaycan Respublikası, Tovuz, Şəhriyar küç., AZ6000",994 70 359 00 33,40.992882,45.615613
Sağlam Nəfəs Müalicə və Reabilitasiya Mərkəzi,CLINIC,229423,"Azərbaycan Respublikası, Gəncə, Mahrasa Bağı,Dədə Yediyar küç.170, AZ2000",994 55 860 01 03,40.675889,46.340697
